address,postcode,latitude,longitude,restaurant_count,restaurant_rating,restaurant_price,arts_count,grocery_count,walk,transit,bike
3432 Shadeland Ave,15212,40.47823,-80.03341,15,3.566666667,1.3,1,1,50,43,48
7 Chapel Ridge Rd,15238,40.545677,-79.876595,0,0,0,,,0,0,2
768 Princeton Blvd,15221,40.440586,-79.871025,9,4.111111111,1,1,4,44,51,25
163 S 18th St,15203,40.42572,-79.98065,69,3.825,1.578947368,20,5,88,58,63
631 Hartranft St,15226,40.398945,-80.014244,16,3.875,1.230769231,1,1,38,36,22
372 McClellan Dr,15236,40.332184,-79.97012,11,3.636363636,1.636363636,0,1,42,27,
1010 Chatham Park Dr,15216,40.394295,-80.05787,14,3.25,1.692307692,2,2,39,33,17
3220 Beechwood Blvd,15217,40.41857,-79.92322,26,3.15,1.733333333,4,4,51,48,35
608 Calvert Ave,15227,40.39536,-79.973335,8,3.5625,1.2,,1,30,34,24
208 Foxhurst Dr,15238,40.54084,-79.87674,0,0,0,,,0,0,
4791 Sherwood Dr,15236,40.35466,-79.9973,13,3.192307692,1.5,2,2,46,28,15
476 Huron Ave,15237,40.57321,-80.04549,5,3.5,1,3,2,12,0,4
905 Settlers Ridge Rd,15238,40.538284,-79.90891,6,3.5,1.6,1,,13,0,
428 Augusta St,15211,40.43542,-80.024345,15,3.333333333,2.454545455,11,0,46,54,22
279 Toura Dr,15236,40.319798,-79.95085,9,3.277777778,1.428571429,0,2,26,27,
5323 Northumberland St,15217,40.439518,-79.93693,25,3.4,1.363636364,20,2,40,61,52
7726 Stanton Ave,15218,40.423737,-79.88501,37,3.2,1.411764706,6,3,78,51,47
630 S Linden Ave,15208,40.447094,-79.91576,51,3.55,1.789473684,7,7,59,58,61
3229 Longwood Dr,15227,40.37409,-79.988754,23,3.4,1.266666667,3,3,36,41,16
536 Oxford Blvd,15243,40.369675,-80.07775,3,4.166666667,1.666666667,1,,16,28,16
3414 Lockridge Rd,15234,40.36213,-80.01622,22,4.025,1.363636364,1,1,20,51,
171 S 15th St #103,15203,40.42572,-79.983376,62,3.65,1.842105263,18,4,54,59,71
306 Knollview Dr,15239,40.46213,-79.727745,1,4,2,,,1,0,
738 Bellaire Ave,15226,40.394512,-80.01984,23,3.625,1.235294118,1,1,72,39,39
100 McConnells Mill Ln,15228,40.36306,-80.06089,3,3,2,2,1,10,22,6
1822 Worcester Dr,15243,40.367596,-80.08241,3,4.166666667,1.666666667,,,31,27,
464 Salem Dr,15243,40.379536,-80.05733,10,3.4,1.8,5,1,37,36,
3036 Earlsmere Ave,15216,40.39672,-80.04085,40,3.45,1.368421053,3,4,79,46,
4822 Gardenville Rd,15236,40.34709,-80.007774,7,3,1.2,2,2,22,15,
1670 New Haven Ave,15216,40.398506,-80.03855,40,3.725,1.352941176,3,4,81,46,38
30 Charnwood Dr,15235,40.433376,-79.815445,19,3.736842105,1.615384615,1,1,38,26,13
28 Nocklyn Dr,15237,40.53699,-80.04919,3,3.833333333,1.333333333,,,30,0,6
5048 Dolores Dr,15227,40.35396,-79.9719,8,3.1875,1.285714286,1,0,12,41,4
2818 Spring St,15210,40.41549,-79.96855,13,3.769230769,1.454545455,9,1,35,42,33
130 Danube Dr,15209,40.52259,-79.98589,2,3.5,1.5,,,1,12,
807 Brookline Blvd,15226,40.393684,-80.019394,23,3.45,1.277777778,1,1,75,34,34
3922 Brentwood Rd,15236,40.367466,-79.954636,0,0,0,,,4,20,8
2833 McKelvey Rd,15221,40.42488,-79.872696,6,3.916666667,1.6,2,2,21,39,
236 Winston St,15207,40.404808,-79.93987,4,3.875,2,1,2,48,35,24
3637 Oakleaf Rd,15227,40.377335,-79.95755,0,0,0,,,15,19,
3230 Apache Rd,15241,40.334476,-80.05819,17,2.970588235,1.8,1,3,34,51,12
2112 Chalfant St,15221,40.45119,-79.86027,3,2.833333333,2,,1,18,38,20
174 N Sprague Ave,15202,40.501293,-80.05565,31,3.225,1.235294118,3,2,49,38,
9443 Almar Pl,15237,40.577797,-80.04566,7,3.357142857,1.2,2,2,20,16,
187 Morrison Dr #21,15216,40.394413,-80.04732,25,3.425,1.733333333,5,4,58,45,26
3521 Ridgewood Dr,15235,40.437065,-79.82293,9,4.277777778,1.833333333,1,1,5,24,
204 Toura Dr,15236,40.3216,-79.9541,8,2.75,1.333333333,0,2,45,26,
3606 Wallace Dr,15227,40.378284,-79.95777,0,0,0,,,17,17,
501 Kenmont Ave,15228,40.384212,-80.04449,47,3.825,1.625,6,0,87,48,
1135 Queensbury St,15205,40.43583,-80.04601,15,3.466666667,1,2,1,39,37,13
1304 Folkstone Dr,15243,40.364574,-80.064575,3,3.333333333,1.666666667,2,0,11,24,14
7072 Woodland Ave,15202,40.506813,-80.08303,3,4.166666667,1.666666667,1,,42,36,
443 Marlin Dr,15228,40.384842,-80.04935,39,3.825,1.666666667,6,1,76,48,27
222 S Millvale Ave,15224,40.464104,-79.9457,80,3.975,1.352941176,19,8,92,57,83
3317 Ridgway St,15213,40.455685,-79.96543,25,4.225,1.944444444,19,6,60,66,59
5293 Highgrove Rd,15236,40.358852,-80.009544,14,3.142857143,1.272727273,1,2,29,40,
1730 Loretta Dr,15235,40.4954,-79.79317,0,0,0,,1,28,28,
2331 Saranac Ave,15216,40.401794,-80.026794,38,3.7,1.222222222,2,3,47,47,20
1424 Summit St,15221,40.44236,-79.86628,7,4,1,,1,38,44,37
255 Maple Ave,15218,40.432327,-79.882,35,3.275,1.421052632,6,6,56,54,55
134 Danube Dr,15209,40.522793,-79.98546,2,3.5,1.5,,,5,12,7
337 Jonquil Pl,15228,40.378124,-80.03166,13,3.384615385,1.5,4,1,41,43,26
4053 Brownsville Rd,15227,40.366405,-79.98087,33,3.525,1.266666667,3,2,81,44,40
1195 Tranter Ave,15220,40.405895,-80.05057,9,3.222222222,1.75,1,2,19,34,18
5840 Pierce St,15232,40.45726,-79.92976,79,3.95,2.1875,20,11,95,71,63
316 Clover St,15210,40.414192,-79.972115,4,4.25,2,7,1,7,29,1
694 Robinwood Dr #A,15216,40.39288,-80.058174,16,3.25,1.666666667,2,2,85,47,50
1019 Duncan Ln,15236,40.36608,-80.00138,11,3,1.6,0,2,10,43,5
91 W Prospect Ave,15205,40.446705,-80.069115,19,3.789473684,1.428571429,3,1,48,47,
1317 Manor Dr,15241,40.32665,-80.09674,0,0,0,0,,2,0,1
209 Saint Charles Pl,15215,40.500286,-79.91413,7,2.714285714,2,1,1,7,37,
5189 Glenhurst Rd,15207,40.373146,-79.916695,3,4,1.5,2,0,22,30,8
1888 Fieldmont Dr,15241,40.347088,-80.06148,17,2.941176471,1.666666667,3,4,37,46,
244 Broadway Dr,15236,40.334496,-79.96685,16,3.78125,1.615384615,0,1,45,33,16
561 Marylea Ave,15227,40.3713,-79.988144,23,3.35,1.266666667,3,2,0,41,8
750 Fairston St,15204,40.45057,-80.053,0,0,0,0,0,53,45,23
1203 Snee Dr,15236,40.33632,-79.99814,0,0,0,3,,4,20,2
1421 Chadworth Ct,15237,40.552853,-80.06758,0,0,0,,,3,0,2
22 Magdalene St,15203,40.423637,-79.98094,69,3.8,1.578947368,19,3,76,51,67
5560 Bartlett St,15217,40.435455,-79.92841,59,4.05,1.4375,7,6,81,53,76
1867 Warriors Rd,15205,40.430496,-80.047935,24,2.75,1.117647059,1,2,48,32,20
707 Stanton Ave,15209,40.479176,-79.97758,24,4.2,1.769230769,6,0,51,31,
328 Carpenter Dr,15239,40.461994,-79.73241,1,4,2,,,0,0,1
730 Osage Rd,15243,40.39031,-80.0613,12,3.166666667,1.727272727,1,2,59,35,21
423 Arbor Ln,15236,40.328682,-79.969025,13,4,1.727272727,0,1,30,0,
28 Saint Peter St,15209,40.48469,-79.96715,26,4.05,1.8,14,0,39,35,
60 Dilworth St,15211,40.426205,-80.01126,30,3.625,1.55,3,3,72,68,53
501 Winfield St,15206,40.462948,-79.91171,17,3.470588235,1.230769231,7,3,75,66,79
524 Olive St,15237,40.57381,-80.0473,4,3.25,1.666666667,2,2,10,0,4
26 Russell St,15214,40.465576,-80.016464,6,4.333333333,1.666666667,5,2,33,48,21
2920 Glasgow St,15204,40.457375,-80.04873,0,0,0,2,1,36,46,13
1559 Kuhlview Dr,15237,40.58597,-80.07917,1,3.5,2,,,15,28,14
6951 Reynolds St,15208,40.448376,-79.90819,12,3.333333333,1.5,7,2,59,60,69
1521 Greendale Dr,15239,40.49604,-79.76663,1,2.5,1,,,1,23,
115 E Garden Rd,15227,40.377823,-79.97408,31,3.55,1.142857143,1,2,69,43,
5855 Nicholson St,15217,40.43174,-79.92093,66,3.9,1.529411765,5,8,90,53,71
65 Locust St,15223,40.497055,-79.94477,12,3.666666667,1.5,1,1,53,38,
503 Avonworth Heights Dr,15237,40.527298,-80.08195,1,4,2,,2,2,0,1
419 Taylor St,15224,40.460777,-79.95196,104,3.95,1.684210526,20,5,93,60,71
226 42nd St,15201,40.4697,-79.9598,67,3.825,1.529411765,20,5,86,51,85
2400 Antrim Ct,15237,40.587765,-80.07147,1,3.5,2,0,,2,0,7
24 Woodland Dr,15228,40.359577,-80.043884,24,3.475,1.857142857,2,3,46,38,22
4464 Country Club Dr,15236,40.35806,-79.98431,16,3.5,1.230769231,4,2,33,43,
1415 Anderson Rd,15209,40.515522,-79.98003,0,0,0,0,0,2,9,
219 Ohara Manor Dr,15238,40.5314,-79.918526,1,3.5,3,,,2,0,
4724 Hatfield St,15201,40.476025,-79.95921,61,3.85,1.611111111,20,4,76,47,89
1210 Pinewood Dr,15243,40.36983,-80.06809,3,3.333333333,1.666666667,1,,17,28,9
5112 Bayard St,15232,40.45231,-79.94076,97,3.425,1.266666667,20,11,84,72,65
601 Lee Avenue Ext,15237,40.551365,-80.04568,4,4.25,1.333333333,1,1,48,33,18
2360 Potomac Ave,15216,40.40674,-80.04423,14,3.357142857,1.5,2,4,38,38,14
2784 Bingham Dr,15241,40.31102,-80.10712,1,4,2,1,1,11,0,4
1018 Milton St,15218,40.433052,-79.8958,23,3.5,1.470588235,6,4,76,48,85
3224 Wainbell Ave,15216,40.389656,-80.04029,53,3.5,1.571428571,7,4,62,49,
8880 Kind Dr,15237,40.56602,-80.047874,1,4.5,1,2,0,5,0,
820 Osage Rd,15243,40.390152,-80.0643,16,3.09375,1.785714286,0,2,56,34,
939 Itin St,15212,40.459137,-79.99477,31,3.775,1.611111111,20,9,74,53,64
198 Senate Dr,15236,40.336594,-79.958084,15,3.866666667,1.727272727,0,4,32,41,
31 Evans Ave,15205,40.443592,-80.070526,22,3.85,1.333333333,3,1,64,47,44
97 Valley Dr,15215,40.494026,-79.897125,29,3.35,1.5625,1,4,63,38,39
1608 Branning Rd,15235,40.440727,-79.84287,0,0,0,,0,12,28,
10105 Gibson St,15235,40.463425,-79.85331,0,0,0,,1,30,34,23
5252 Harrison St,15201,40.481644,-79.95422,30,4,1.588235294,16,2,70,41,69
137 Country Club Dr,15235,40.452538,-79.84743,3,3.5,1,,,19,36,
4053 Liberty Ave,15224,40.463413,-79.95526,97,3.625,1.588235294,20,6,92,61,88
353 Macassar Dr,15236,40.34382,-79.97824,13,3.5,1.272727273,2,1,45,40,
318 Foxcroft Rd,15220,40.39275,-80.071335,16,3.5,2,0,2,24,33,17
102 Fenwick Dr,15237,40.552505,-80.00236,16,2.71875,1.272727273,,0,6,28,13
1 Norma St,15205,40.43872,-80.06712,22,3.85,1.333333333,4,1,62,47,
451 Ruthwood Ave,15227,40.38626,-79.97294,10,3.5,1.166666667,0,1,59,40,31
4051 Liberty Ave,15224,40.463352,-79.95534,97,3.65,1.588235294,20,6,92,61,90
5570 Centre Ave #104,15232,40.455936,-79.934685,68,3.55,1.888888889,20,9,93,72,94
1548 Orchardview Dr,15220,40.403084,-80.063156,11,3.045454545,1.7,,2,39,30,28
261 Atlanta Dr,15228,40.379642,-80.050804,29,3.85,1.647058824,5,0,68,47,42
2349 Eldridge St,15217,40.43014,-79.92224,66,3.85,1.5,5,8,88,52,67
2400 Mill Grove Rd,15241,40.334106,-80.08251,0,0,0,1,,0,0,
8800 Breezewood Dr,15237,40.565212,-80.05616,0,0,0,0,0,2,0,
200 Reis Run Rd,15237,40.54167,-80.05883,3,3.833333333,1.333333333,,1,13,0,
105 Cabin Ln,15238,40.5167,-79.862274,1,1,0,0,,14,14,24
1113 Towervue Dr,15227,40.396034,-79.961174,2,2.75,0,,,4,0,3
617 Blanton St,15207,40.424583,-79.93909,5,3.2,1.25,1,3,69,45,51
1204 Denniston St,15217,40.447716,-79.920616,63,3.525,1.736842105,14,8,53,58,77
216 Virginia Manor Dr,15215,40.509373,-79.927345,0,0,0,0,2,4,0,1
223 5th St,15215,40.49344,-79.90261,22,3.925,1.818181818,2,4,9,0,
2213 Temperance Dr,15237,40.570103,-80.06856,3,4.5,2,0,0,2,0,12
1210 Pocono St,15218,40.419357,-79.90373,12,3.75,1.2,7,1,16,48,38
1046 Black Forest Rd,15235,40.44801,-79.85023,0,0,0,,,28,33,
747 N Meadowcroft Ave,15216,40.396862,-80.05226,17,3.441176471,1.571428571,2,3,43,40,30
608 S Mathilda St,15224,40.459053,-79.9481,98,3.725,1.375,20,8,93,60,78
835 Key West Dr,15239,40.46562,-79.72341,0,0,0,,,2,10,
2610 Winchester Dr,15220,40.411583,-80.04446,10,3.3,1.9,0,3,34,34,16
5202 Caste Dr,15236,40.36333,-80.00607,14,3.071428571,1.461538462,0,2,26,42,
24 Edgewood Rd,15215,40.503464,-79.88702,1,3,2,1,0,3,30,
908 Pentland Dr,15235,40.453922,-79.83875,3,3.5,1,1,1,23,32,12
165 Kensington Dr,15237,40.538544,-80.0837,0,0,0,,,2,0,
3 Quail Hill Rd,15238,40.5415,-79.87486,0,0,0,,,0,0,3
3521 Valley Dr,15234,40.3556,-80.02069,25,3.975,1.461538462,1,0,36,52,13
211 Vermillion Dr,15209,40.482952,-79.96974,24,4.2,1.769230769,12,0,26,28,32
304 Thomas Ave,15202,40.503197,-80.05929,34,3.25,1.235294118,3,2,55,39,21
1283 Beechwood Blvd,15206,40.44642,-79.917984,56,3.6,1.8,9,8,65,54,65
1208 Milton St,15218,40.430653,-79.89411,30,3.5,1.470588235,7,3,77,47,82
208 Elrose Dr,15237,40.541443,-80.03201,13,3.192307692,1.3,3,2,25,24,19
9042 Walnut St,15239,40.498108,-79.72402,0,0,0,,,9,0,11
46 Angle Aly,15223,40.505386,-79.94828,25,3.55,1.428571429,1,3,30,27,
1553 King Albert Dr,15237,40.55985,-80.06927,0,0,0,,,15,28,14
425 E Carson St,15203,40.429115,-79.99548,142,3.675,1.625,20,5,75,79,55
240 Webster Dr,15235,40.46155,-79.815575,7,2.642857143,1,1,2,24,25,
6350 Walnut St,15206,40.455364,-79.92002,52,3.45,1.611111111,17,7,82,70,91
6833 Meade St #16,15208,40.453003,-79.90866,14,3.464285714,1.454545455,7,4,71,67,82
1402 Sherman Ave,15212,40.457417,-80.01023,57,4.1,1.571428571,20,2,81,55,35
2504 Mission St,15203,40.42272,-79.97196,60,3.875,1.777777778,18,4,86,50,29
318 Wildflower Ct,15202,40.503113,-80.04448,16,4.21875,1.555555556,1,1,13,35,17
980 Ellen Dr,15227,40.351856,-79.96734,8,3.5,1.375,1,,11,40,16
845 Fruithurst Dr,15228,40.378098,-80.030846,13,3.384615385,1.5,3,1,48,43,
200 Inglewood Dr,15228,40.363636,-80.056465,20,3.575,1.928571429,2,2,19,21,
3260 Ward St,15213,40.432552,-79.954834,86,3.7,1.4,18,4,78,63,85
5703 Elmer St #2B,15232,40.45362,-79.93174,81,3.85,1.947368421,20,11,97,73,93
221 18th St,15215,40.496048,-79.921715,21,3.975,1.777777778,1,2,48,42,
5110 Keystone St,15201,40.47758,-79.9537,39,4,1.588235294,20,3,73,45,49
662 Scrubgrass Rd,15243,40.38763,-80.05954,11,3.136363636,1.5,3,2,45,36,26
241 Josephs Ln,15237,40.53024,-80.07773,0,0,0,,3,5,0,
204 Idlewood Rd,15235,40.463417,-79.81062,1,2.5,0,,,9,23,3
2016 Alden Dr,15220,40.393467,-80.06065,11,3,1.5,1,2,45,33,18
820 Veronica Dr,15235,40.45204,-79.84166,3,3.5,1,,,22,34,
1443 Oakdene St,15206,40.464504,-79.89116,7,4.642857143,1.666666667,1,,40,48,43
552 Sunset Dr,15228,40.379375,-80.03159,14,3.464285714,1.461538462,3,1,39,41,31
1275 Cedar Blvd,15228,40.364464,-80.06216,3,3.333333333,1.666666667,2,0,24,22,
1036 Valonia St,15220,40.447426,-80.03764,11,3.909090909,1.166666667,5,,28,53,22
1177 King George Ct,15237,40.56326,-80.064514,0,0,0,0,0,0,0,
5826 Darlington Rd,15217,40.436737,-79.92183,60,3.875,1.4375,5,5,94,52,77
318 42nd St,15201,40.468742,-79.95836,72,3.7,1.529411765,20,5,91,51,63
339 42nd St,15201,40.468594,-79.95756,80,3.55,1.533333333,20,5,88,52,77
163 Rockwell Ln,15218,40.43548,-79.887474,34,3.65,1.5,5,6,63,60,
715 Hestor Dr,15220,40.428493,-80.03836,12,3.5,1.7,1,1,33,33,21
8380 Van Buren Dr,15237,40.55932,-80.048836,0,0,0,2,0,76,69,53
346 Birmingham Ave,15210,40.403515,-79.9819,13,3.230769231,1.222222222,0,1,43,42,30
4666 Echo Glen Dr,15236,40.355118,-79.9813,15,3.566666667,1.230769231,4,2,26,42,
9720 Harmony Dr,15237,40.58315,-80.056114,5,4,2,1,1,30,14,17
566 Filmore Rd,15221,40.42886,-79.85113,12,3.958333333,1.625,0,1,16,27,20
727 Municipal St,15204,40.451237,-80.053,0,0,0,0,0,48,49,31
1262 Pennsbury Blvd,15205,40.426964,-80.10122,1,3.5,1,2,,21,0,
145 Castle Rd,15234,40.36304,-80.01331,20,4.05,1.583333333,0,2,27,47,10
6819 Ridgevue Dr,15236,40.318935,-79.98723,4,3.375,1.5,0,,11,15,
73 York Dr,15214,40.499344,-80.03343,2,4,1,0,1,3,38,5
7005 Grand Ave,15225,40.515,-80.14299,1,5,1,,,19,27,36
311 Labelle St,15211,40.432777,-80.01617,17,3.647058824,2.058823529,15,3,26,45,44
701 S Braddock Ave,15221,40.438286,-79.8967,16,3.46875,1.5,8,3,62,58,70
4631-4633 Carlton St,15201,40.47172,-79.955444,84,3.975,1.611111111,20,5,80,51,70
981 Oranmore St,15201,40.477516,-79.93697,0,0,0,7,3,32,41,18
5425 Normlee Pl,15217,40.44251,-79.93612,33,3.4,1.363636364,17,3,62,63,50
116 Wilmar Dr,15238,40.53964,-79.89915,1,4,1,1,,13,0,7
2439 S Braddock Ave,15218,40.4177,-79.879265,25,3.85,1.461538462,2,2,56,52,28
120 Nowalk Dr,15239,40.470795,-79.72066,0,0,0,,,9,17,8
109 Amherst Ave,15229,40.51946,-80.04934,0,0,0,,2,21,34,9
521 Fairview Rd,15238,40.53935,-79.88794,0,0,0,0,,2,0,4
180 49th St,15201,40.477512,-79.95791,51,4.025,1.647058824,20,2,82,45,65
512 Soose Rd,15209,40.50218,-79.96395,1,4,0,0,,7,20,3
709 Ledlie St,15219,40.44729,-79.98366,85,3.875,1.555555556,20,9,71,74,50
213 Valley Dr,15215,40.496025,-79.90089,25,3.7,1.714285714,1,4,42,37,18
433 Macassar Dr,15236,40.34364,-79.97646,15,3.3,1.357142857,2,1,47,41,
3706 Brighton Rd,15212,40.483376,-80.035194,13,3.384615385,1.333333333,,1,54,43,40
128 N Craig St #717,15213,40.448143,-79.9485,125,3.4,1.611111111,20,6,89,71,79
1306 Greenhill Road Ext,15209,40.50734,-79.98573,5,3.4,1.4,,1,26,12,
1020 Elwell St,15207,40.369217,-79.92036,4,3.5,1.5,2,,16,29,5
1026 Balmoral Dr,15237,40.555363,-80.01348,25,3.15,1.666666667,4,2,24,32,
1836 Kleber St,15212,40.484844,-80.03992,11,3.181818182,1.428571429,0,1,54,43,60
302 Oxbridge Ct,15238,40.52572,-79.9169,0,0,0,,,3,0,2
19 Claus Ave,15227,40.383266,-79.97818,27,3.95,1.272727273,0,2,73,44,48
101 Lacrosse St,15218,40.42707,-79.885,36,3.15,1.470588235,7,4,75,49,
8031 Broadlawn Dr,15237,40.55489,-80.06394,0,0,0,,,0,0,
3956 Beechwood Blvd,15217,40.428135,-79.93543,12,3.458333333,1.125,5,5,60,47,48
511 Greendale Ave,15218,40.43164,-79.889275,43,3.275,1.470588235,7,6,60,51,46
521 Kelso Rd,15243,40.3709,-80.07659,4,4.125,1.5,1,,20,29,
203 Kingston Dr,15235,40.43188,-79.80967,12,3.416666667,1.555555556,1,4,43,29,15
508 Portia Dr,15236,40.34277,-80.000275,4,3.875,1.333333333,4,0,16,18,
114 Westchester Dr,15215,40.5034,-79.9056,9,4.444444444,2,1,0,1,0,11
2738 Robertson Ave,15226,40.37913,-80.003975,6,3.083333333,1.333333333,,1,37,50,9
605 McKnight Park Dr,15237,40.535362,-80.00832,45,2.725,1.444444444,2,2,59,32,
8589 Harvest Manor Dr,15237,40.560055,-80.06377,0,0,0,,,0,0,
3735 Morley St,15204,40.46079,-80.07418,14,4.357142857,1.833333333,1,,43,37,33
5333 Holmes St,15201,40.481186,-79.94933,12,4.041666667,1.7,9,2,66,41,41
30 Wentworth Ave,15229,40.520824,-80.03035,16,3.34375,1.375,1,3,58,38,29
5603 McCormick Rd,15205,40.44417,-80.13566,7,3.5,1.6,3,,21,27,8
568 Jenne Dr,15236,40.346855,-80.002846,8,3.375,1.285714286,1,2,23,19,
138 Oakhurst Rd,15215,40.504562,-79.91187,12,3.916666667,2,1,0,9,0,
274 Everglade Dr,15235,40.47175,-79.811646,4,3.25,1.5,0,1,24,27,
2471 Sunset Ave,15212,40.471382,-80.00109,1,4.5,2,1,0,22,42,25
123 W Brentridge Ave,15227,40.36824,-79.98051,33,3.525,1.266666667,3,2,77,44,32
5518 Avondale Pl,15206,40.47374,-79.927635,19,3.789473684,1.857142857,6,4,57,48,49
2239 Old Washington Rd,15241,40.33016,-80.07181,1,3.5,2,1,,22,28,8
277 Colonial Dr,15216,40.389656,-80.049225,42,3.475,1.666666667,6,3,68,47,47
232 Valley Park Dr,15216,40.38396,-80.02986,21,3.525,1.470588235,2,1,20,37,17
5529 Brownsville Rd,15236,40.335064,-79.984695,9,3.333333333,1.4,1,1,40,23,
225 Beech Rd,15239,40.48557,-79.75114,3,3.333333333,2,0,,10,22,
70 Sampson Ave,15205,40.44421,-80.07215,22,3.85,1.333333333,3,1,57,45,
9510 Almar Pl,15237,40.57854,-80.044975,7,3.357142857,1.2,2,2,24,21,
5053 Frich Dr,15227,40.354424,-79.97007,9,3.222222222,1.375,1,0,12,38,
7526 Susquehanna St,15208,40.451477,-79.893105,14,3.892857143,1.363636364,4,3,72,62,58
1013 Tall Trees Dr,15241,40.338493,-80.09718,1,4,2,0,,4,16,1
417 Vale Dr,15239,40.47671,-79.77573,5,4.2,1.666666667,,1,37,28,
2030 Outlook Dr,15241,40.341263,-80.0754,2,3,1,1,,1,19,
122 Seminole Dr,15228,40.362022,-80.05222,19,3.684210526,1.916666667,2,2,51,20,21
102 Cobb Ave,15205,40.444828,-80.07528,13,3.576923077,1.111111111,3,1,48,43,25
1208 Universal Rd,15235,40.462334,-79.80386,0,0,0,,,5,19,
509 Catskill Dr,15239,40.4703,-79.7183,0,0,0,,,8,17,15
216 Mira Ave,15227,40.37047,-79.97862,32,3.5,1.266666667,3,3,75,42,
406 Overbrook Blvd,15210,40.38668,-79.99022,18,3.194444444,1.142857143,0,1,53,53,34
5270 Curry Rd,15236,40.341797,-79.99171,7,3.357142857,1.25,2,1,25,24,17
2805 Locust Dr,15241,40.29878,-80.08434,0,0,0,,1,2,0,
2724 Veteran St,15214,40.4733,-80.0091,0,0,0,3,0,20,42,18
807 Garlow Blvd,15239,40.49282,-79.776115,5,3.4,1.25,,0,30,28,
250 W Chapel Ridge Rd,15238,40.54487,-79.87885,0,0,0,,,0,0,
206 Carriage Blvd,15239,40.459946,-79.7739,1,5,0,,0,4,16,1
1904 Bader St,15212,40.465984,-79.988434,13,3.846153846,1.818181818,6,0,50,40,51
6522 Ventura Dr,15236,40.31942,-79.99153,4,3.375,1.5,0,,10,15,
589 Catskill Dr,15239,40.466267,-79.71773,0,0,0,,1,5,0,
16 Sunrise Dr,15236,40.340687,-79.96188,15,3.866666667,1.833333333,1,2,43,42,23
1716 Eben St,15226,40.385704,-80.00769,5,3.1,1.25,1,1,14,48,13
226 Vermillion Dr,15209,40.483234,-79.97073,25,4.125,1.785714286,11,0,30,29,
628 Carnival Dr,15239,40.468266,-79.712776,8,3.375,1.285714286,,1,29,20,
1212 E End Ave,15218,40.431618,-79.89223,32,3.5,1.529411765,7,6,78,69,53
405 Landon Gate Gdn,15238,40.525723,-79.919266,0,0,0,,,0,0,
1 Trimont Ln #102P,15211,40.438526,-80.02039,24,3.125,2.266666667,20,2,56,69,44
416 Marta Dr,15236,40.34088,-79.999,4,3.875,1.333333333,4,0,15,20,15
235 Cochran Rd,15228,40.378838,-80.05222,28,3.85,1.647058824,5,0,72,45,42
435 Hallett Pl,15202,40.49391,-80.054276,31,3.35,1.235294118,3,3,79,43,45
2003 Garrick Dr,15235,40.43664,-79.84237,3,3,1.333333333,1,1,16,26,
200 Garlow Dr,15235,40.475853,-79.83345,13,3.153846154,1.181818182,1,2,15,28,
222 Lytton Ave,15213,40.447037,-79.95598,130,3.525,1.25,20,6,82,71,76
1040 Greenlawn Dr,15220,40.414227,-80.046425,9,3.388888889,2,0,1,44,31,
100 Hoodridge Dr,15228,40.362907,-80.041176,18,3.833333333,1.642857143,3,2,43,46,16
40 Chapel Dr,15237,40.54857,-80.024826,22,3.225,1.625,5,3,45,32,
138 Conestoga Rd,15235,40.462692,-79.86262,4,3.125,2,,1,55,36,41
1400 Middle St,15215,40.49527,-79.927444,26,3.775,1.6,1,3,55,40,
5111 Front River Rd,15225,40.512756,-80.126945,3,3,1.5,,,13,31,
7 Knollwood Dr,15215,40.498882,-79.90757,22,3.975,1.909090909,1,2,19,38,22
728 Spring Grove Rd,15215,40.50316,-79.93029,21,3.975,1.75,0,2,25,30,7
410 Jacksonia St,15212,40.457638,-80.01204,53,4.125,1.533333333,20,2,84,54,36
2330 Southampton Dr,15241,40.336273,-80.09285,0,0,0,0,,4,0,
73 Mullooly St,15227,40.381477,-79.99107,20,3.325,1.1875,0,1,55,46,28
83 Donna Dr,15237,40.58296,-80.05035,2,3.25,2,1,2,41,21,12
124 N Balph Ave,15202,40.498848,-80.05303,30,3.45,1.25,3,3,78,39,52
1033 Cornell St,15212,40.483986,-80.03039,9,3.222222222,1.4,1,0,44,42,40
3372 Webster Ave,15219,40.454224,-79.96254,31,4.025,1.75,20,9,54,67,41
305 Mayflower St,15206,40.461163,-79.91214,20,3.45,1.4375,10,4,79,68,79
1416 Junior Dr,15227,40.359924,-79.96553,2,2.25,2,1,,32,31,11
853 Lovitt Way,15212,40.456432,-79.995514,39,3.775,1.611111111,20,9,84,60,67
20 Ann Arbor Ave,15229,40.52092,-80.04777,0,0,0,,2,29,34,
