address,postcode,latitude,longitude,restaurant_count,restaurant_rating,restaurant_price,arts_count,grocery_count,walk,transit,bike
5820 Wilkins Ave,15217,40.443584,-79.92277,63,3.8,1.5,12,6,82,58,87
465 Avon Dr,15228,40.37037,-80.03421,19,3.526315789,1.722222222,4,1,70,51,
8 Norway Rd,15221,40.424126,-79.866516,6,3.833333333,1.5,,2,34,38,
2 Hennig Dr,15236,40.36523,-80.00029,11,3,1.6,0,2,43,41,5
167 Sunny Dr,15236,40.3454,-79.990555,7,3.357142857,1.25,2,1,42,31,
316 Noll Ave,15205,40.445934,-80.076836,10,3.25,1.111111111,2,1,36,41,12
3320 Recker Dr,15227,40.381622,-79.96341,2,2.75,0,,,22,34,8
104 Hillcrest Dr,15237,40.533375,-80.02161,13,3.230769231,1.454545455,3,1,40,29,22
108 Valley Fields Dr,15239,40.49259,-79.76105,1,2.5,1,0,,8,23,7
1603 Pinetree Dr,15241,40.313488,-80.09708,2,3.25,1.5,0,1,10,0,
105 Seel St,15223,40.51938,-79.96029,10,3.35,1,0,1,43,24,
156 Laurie Dr,15235,40.45091,-79.801094,1,4,0,,0,7,14,2
812 Hope St,15220,40.39252,-80.07461,17,3.382352941,1.857142857,0,3,56,33,20
2729 Connecticut Ave,15216,40.400196,-80.035126,37,3.875,1.411764706,2,5,78,69,53
1115 E End Ave,15218,40.432774,-79.89237,30,3.575,1.5,7,5,79,50,81
125 Laughlin Ave,15210,40.404556,-79.98812,13,3.076923077,1.111111111,1,1,62,50,24
7426 Frankstown Ave,15208,40.455875,-79.890884,12,3.875,1.375,4,1,61,59,71
25 Mitchell Dr,15241,40.353233,-80.05448,37,3.25,1.8125,3,4,60,38,25
25 S Linwood Ave,15205,40.43154,-80.07242,24,3.75,1.384615385,4,1,43,45,
3487 Emma Jo Dr,15236,40.381443,-79.94637,0,0,0,1,,12,27,7
1644 Crafton Blvd,15205,40.433224,-80.06033,33,2.875,1.176470588,5,2,51,43,
5825 5th Ave #210,15232,40.45129,-79.92645,70,3.825,2,18,10,84,68,93
602 Elaine Dr,15236,40.34589,-80.00267,4,3.875,1.333333333,2,2,29,19,28
2344 Nevin Dr,15237,40.58187,-80.07598,1,3.5,2,,,7,0,18
6938 Reynolds St,15208,40.448067,-79.90886,12,3.333333333,1.5,7,2,69,57,64
191 Dakota Ave,15202,40.500385,-80.05109,27,3.675,1.357142857,3,3,52,39,29
309 Marose Dr,15235,40.451775,-79.83282,9,3.777777778,1.5,1,2,25,27,7
525 Glen Arden Dr,15208,40.447327,-79.91207,25,3.475,1.736842105,7,5,56,57,62
314 Veri Dr,15220,40.42224,-80.05357,27,2.7,1.235294118,2,1,40,33,29
338 Bigelow St,15207,40.41968,-79.943245,9,3.444444444,1.5,0,1,51,43,34
125 Dunbar Ave,15202,40.49365,-80.047134,23,3.85,1.416666667,3,3,61,41,
659 Arbor Ct,15238,40.48585,-79.88507,23,3.25,1.529411765,2,2,30,41,36
1325 Justine St,15204,40.44802,-80.05877,1,5,0,1,1,37,44,20
2222 Lutz Ave,15210,40.390587,-79.98493,15,3.433333333,1,0,1,73,47,29
5612 Maple Heights Ct,15232,40.448105,-79.9299,80,3.95,1.875,20,9,76,67,61
1006 Kirsopp Ave,15220,40.410202,-80.03883,20,3.475,1.578947368,0,4,19,41,6
369 Roosevelt Rd,15237,40.516613,-80.10052,5,4,1.8,0,,21,27,7
6631 Shetland St,15206,40.460762,-79.90725,16,3.65625,1.583333333,7,1,71,63,56
59 Hennig Dr,15236,40.36593,-80.003204,12,2.958333333,1.545454545,0,2,13,42,
334 Hillcrest Ave,15237,40.54823,-80.02394,23,3.275,1.6875,5,3,50,32,
187 Morrison Dr #31,15216,40.394413,-80.04732,25,3.425,1.733333333,5,4,58,45,26
115 Wedgewood Dr,15229,40.52861,-80.05458,3,3.833333333,1.333333333,,1,5,17,3
1 Soffel St,15211,40.419804,-80.01174,15,3.5,1.533333333,1,3,41,65,20
31 Hennig Dr,15236,40.365273,-80.00189,11,3,1.6,0,2,23,40,
5207 Holmes St,15201,40.47917,-79.952156,30,4,1.588235294,20,2,69,41,44
1236 Brinton Rd,15221,40.42311,-79.8677,6,3.833333333,1.5,1,2,32,39,
1512 Whitewood Dr,15220,40.440987,-80.05006,1,5,0,0,1,39,39,18
1367 Snee Dr,15236,40.332066,-79.99395,5,2.9,2,2,1,13,20,5
2439 Huntington Dr,15241,40.321827,-80.08083,6,4.416666667,2,1,,15,0,2
229 Summit Ave,15202,40.502113,-80.05283,27,3.675,1.357142857,3,2,18,38,12
1025 Glencoe Ave,15220,40.414425,-80.0467,9,3.388888889,2,0,1,49,31,
5 Lacebark Ct,15239,40.45408,-79.722885,5,3.3,1.6,,1,7,17,
2226 Lucina Ave,15210,40.388355,-79.99271,15,3.066666667,1.083333333,,0,61,54,21
8012 Thompson Run Rd,15237,40.5572,-79.99842,4,3.625,2.333333333,,,4,22,
129 Elatan Dr,15243,40.373856,-80.08033,3,4.166666667,1.666666667,1,0,10,33,11
401 Parkwood Rd,15210,40.414494,-79.98171,10,3.35,1.285714286,5,1,68,47,49
207 Oakbrook Cir,15220,40.4324,-80.042274,10,3.95,1.285714286,2,2,24,32,7
352 Chickasaw Ave,15237,40.570084,-80.04428,4,4.125,1.333333333,2,0,15,28,14
110 McClelland Dr,15238,40.580967,-79.8858,0,0,0,,,13,0,
6527 Ventura Dr,15236,40.31996,-79.991,4,3.375,1.5,0,,9,15,
1412 Macon Ave,15218,40.428097,-79.8948,25,3.475,1.411764706,6,3,61,45,55
7110 Perrysville Ave,15202,40.509747,-80.082016,2,4.25,1.5,1,0,32,35,36
36 Warriors Rd,15205,40.426533,-80.04542,14,3.071428571,1.5,1,2,40,34,25
3817 Liberty Ave,15201,40.46257,-79.96027,69,3.775,1.833333333,20,7,84,63,56
408 S Evaline St,15224,40.459526,-79.942184,95,3.525,1.214285714,20,12,88,66,93
2417 Bellwood Dr,15237,40.592987,-80.08419,0,0,0,,,12,0,
20 Newett St,15210,40.397247,-79.989044,15,3.133333333,1.090909091,,1,69,53,25
1434 Raven Dr,15243,40.37917,-80.08269,5,4.3,1.666666667,1,1,9,36,
1476 Prospect Rd,15227,40.362907,-79.96477,2,2.25,2,0,,32,33,
4104 Willow Ave,15234,40.360653,-80.03027,26,3.85,1.529411765,1,1,60,55,16
819 N Highland Ave,15206,40.47043,-79.921036,42,3.75,1.705882353,12,6,72,53,94
634 Edmond St,15224,40.459087,-79.95004,96,3.725,1.375,20,6,92,61,91
515 Glen Arden Dr,15208,40.447613,-79.91182,26,3.425,1.578947368,8,5,64,60,75
132 Willock Ave,15236,40.35587,-79.95556,4,3.625,1.75,1,2,19,32,
526 Marylea Ave,15227,40.371933,-79.98691,31,3.4,1.266666667,3,2,35,42,10
2218 Kingridge Cir,15237,40.567757,-80.07528,1,3.5,2,,,3,0,10
537 N Neville St #4B,15213,40.4494,-79.9477,106,3.475,1.733333333,20,9,88,71,77
525 N Euclid Ave,15206,40.467594,-79.92508,60,3.85,1.9375,13,10,81,65,96
237 Oneida St,15211,40.434326,-80.02012,12,3.458333333,2.416666667,20,2,53,59,30
433 Iberia St,15211,40.424583,-79.9995,37,3.575,1.588235294,5,3,63,68,36
2941 Webster Ave,15219,40.452732,-79.965965,37,3.9,1.857142857,19,5,61,66,48
341 Orchard Spring Rd,15220,40.39405,-80.06953,18,3.333333333,1.866666667,0,2,20,32,
964 Stanford Rd,15212,40.480843,-80.028946,10,3.7,1.333333333,2,1,45,40,23
320 Fort Duquesne Blvd #11G,15222,40.4426,-80.00725,191,3.35,1.285714286,20,4,76,69,53
509 Thorncliffe Dr,15205,40.432106,-80.094406,6,3.416666667,1.75,1,,14,19,8
1545 Avon Pl,15221,40.451836,-79.858215,3,2.833333333,2,,1,29,38,37
176 Reed Dr,15205,40.42318,-80.05427,27,2.775,1.222222222,2,1,43,33,19
803 Sleepy Hollow Rd,15234,40.375195,-80.02207,23,4.075,1.416666667,0,2,41,44,10
1106 Charlemagne Cir,15237,40.54532,-80.01841,32,3.125,1.529411765,6,3,48,32,
1622 Terrie Dr,15241,40.35111,-80.07685,3,3.166666667,1,0,,2,13,6
1011 Summerset Dr,15217,40.42429,-79.91223,1,4,1,2,3,37,42,45
80 N Jackson Ave,15202,40.498913,-80.057274,35,3.25,1.176470588,3,2,80,41,43
436 Iberia St,15211,40.42422,-79.999306,37,3.575,1.588235294,4,3,67,66,59
370 Fernhill Ave,15226,40.40081,-80.01551,18,3.666666667,1.2,1,1,42,40,20
504 Kenyon Ave,15229,40.51224,-80.04762,1,3.5,1,0,2,13,35,9
616 Greenfield Ave,15207,40.425995,-79.939125,5,3.2,1.25,1,3,61,44,38
943 Biltmore Ave,15216,40.3863,-80.03527,35,3.475,1.533333333,6,2,52,44,
644 Glowood Dr,15227,40.37161,-79.99048,24,3.275,1.2,3,2,23,40,
1057 Norwich Ave,15226,40.387592,-80.01898,20,3.525,1.277777778,1,1,49,26,17
16 Crest Dr,15215,40.515434,-79.9304,0,0,0,0,1,6,0,9
1 Pearl Ave,15229,40.508743,-80.03739,13,3.230769231,1.307692308,1,2,18,38,9
36 York Dr,15214,40.497097,-80.03336,1,3.5,1,0,1,4,38,4
9254 Highland Rd,15237,40.57363,-80.0514,2,3.25,2,2,1,15,0,5
220 Elfort Dr,15235,40.49335,-79.79461,0,0,0,,1,27,28,10
210 Ennerdale Ln,15237,40.55255,-80.007126,21,2.825,1.4,3,1,9,30,6
4602 Plummer St,15201,40.473804,-79.95989,68,3.925,1.631578947,20,4,86,48,70
5184 Janie Dr,15227,40.352657,-79.967064,9,3.222222222,1.375,1,,12,39,4
5600 Munhall Rd #715,15217,40.433258,-79.92616,64,3.925,1.470588235,5,8,89,54,66
1201 McComb Ln,15239,40.502842,-79.77181,0,0,0,,,5,0,2
3518 Brighton Rd,15212,40.479736,-80.03088,11,3.545454545,1.333333333,1,1,50,40,27
855 N Meadowcroft Ave,15216,40.399532,-80.051926,17,3.441176471,1.642857143,2,3,45,37,
1428 Woodbourne Ave,15226,40.386406,-80.013405,16,3.59375,1.214285714,1,1,60,41,21
582 Madison St,15237,40.562096,-80.049835,0,0,0,2,,9,0,4
1634 Harpster St,15212,40.464645,-79.984,25,3.825,1.8125,12,4,62,46,53
1620 Miriam St,15218,40.426075,-79.89106,38,3.05,1.411764706,6,3,75,47,37
124 Loire Valley Dr,15209,40.525345,-79.986694,0,0,0,,,29,12,
328 Calderwood Ave,15202,40.503033,-80.047935,22,3.95,1.363636364,3,2,26,35,20
233 Hilands Ave,15202,40.508892,-80.087135,5,3.8,1.8,1,,41,33,
111 Lambeth Dr,15241,40.32659,-80.068306,1,3.5,2,1,1,21,0,
976 Summer Pl,15243,40.375362,-80.061676,1,4,1,1,0,25,32,
1160 Camarta Dr,15227,40.392952,-79.96176,2,2.75,0,,,11,0,
67 Stancey Rd,15220,40.394333,-80.07,18,3.333333333,1.866666667,0,2,30,32,14
3607 Fleming Ave,15212,40.480724,-80.0396,12,3.333333333,1.375,0,1,60,42,30
4102 Lenox Oval,15237,40.5474,-80.01516,46,3.05,1.5625,5,3,55,33,24
2215 Hawthorne Ave,15218,40.421787,-79.88236,31,3.325,1.411764706,4,2,71,51,
17 S 16th St,15203,40.431698,-79.982414,80,3.525,1.611111111,20,4,91,72,78
1818 Borland Rd,15243,40.368282,-80.083305,3,4.166666667,1.666666667,1,,29,29,
4216 Centre Ave,15213,40.44862,-79.957825,109,3.475,1.533333333,17,7,93,70,59
128 N Craig St #912,15213,40.447956,-79.94834,121,3.4,1.555555556,20,7,89,71,79
329 Augusta St,15235,40.49019,-79.78725,3,3.833333333,1.5,,2,24,28,
2791 Soulier St,15227,40.391056,-79.97294,10,3.5,1.166666667,0,1,40,38,23
644 Loretta St,15217,40.42089,-79.934685,11,3.409090909,1.142857143,0,5,61,48,37
3016 Brentwood Ave,15227,40.382133,-79.97355,28,3.9,1.181818182,0,2,58,39,
735 Fordham Ave,15226,40.39182,-80.023346,20,3.575,1.315789474,2,3,70,39,37
52 Hawthorne Ave,15205,40.430374,-80.07179,24,3.75,1.384615385,4,1,46,46,
331 Maple Ter,15211,40.42983,-80.00996,87,3.625,1.55,14,4,75,74,39
634 Arden Ln,15243,40.387466,-80.05693,16,3.28125,1.666666667,6,2,59,41,
6318 Bartlett St,15217,40.435932,-79.918304,60,3.75,1.705882353,5,5,89,51,72
515 Thropp St,15212,40.455494,-80.00062,80,3.925,1.470588235,20,2,88,71,61
224 Pearl St,15224,40.462936,-79.94967,90,3.925,1.631578947,20,5,95,59,97
7408 Race St,15208,40.457535,-79.89091,10,4.15,1.5,3,0,68,55,66
86 Lower Rd,15215,40.503433,-79.9259,24,3.625,1.75,1,2,18,24,6
1510 Jenkins Dr,15241,40.332516,-80.092804,0,0,0,0,,1,0,3
1617 Merriman Ct,15203,40.431316,-79.98195,79,3.525,1.666666667,20,4,91,71,78
295 Nantucket Dr,15236,40.336018,-79.95268,30,3.225,1.368421053,1,5,35,42,
6408 Wilkins Ave,15217,40.44377,-79.91861,62,3.7,1.75,8,4,69,54,71
5053 Dolores Dr,15227,40.354237,-79.97132,8,3.1875,1.285714286,1,0,13,40,5
37 Stowe St,15205,40.447807,-80.06814,10,3.25,1.111111111,3,1,38,46,38
1018 S Trenton Ave,15221,40.435127,-79.89095,35,3.55,1.5,6,6,68,59,
2012 Hampton St,15218,40.425156,-79.88278,31,3.325,1.411764706,7,3,70,50,45
210 Parkfield St,15210,40.39242,-79.99051,13,3.153846154,1.1,,2,74,56,45
435 Forest Highlands Dr,15238,40.53151,-79.85438,0,0,0,1,,0,30,
85 Adams Dr,15241,40.348507,-80.05483,42,3.2,1.733333333,3,5,65,46,25
1836 Tilton Dr,15241,40.349747,-80.078514,2,3,1,0,,3,0,
6877 Ridgevue Dr,15236,40.31713,-79.98354,2,3,0,,,2,15,
120 Cypress Hill Dr,15235,40.478687,-79.78592,12,3.5,1.4,,1,48,28,
1038 Lessing St,15220,40.443638,-80.05053,1,5,0,0,1,25,40,13
3489 Saxonburg Blvd,15238,40.56117,-79.905655,0,0,0,0,,7,0,
5445 Covode Pl,15217,40.431587,-79.93112,49,3.775,1.5,7,6,73,49,61
1542 Hubbard St,15212,40.47849,-80.037636,15,3.566666667,1.3,,2,42,43,56
118 Bellevue Rd,15229,40.513245,-80.03206,15,3.333333333,1.4,1,2,53,38,
5 Bayard Rd #305,15213,40.452625,-79.942604,111,3.3,1.1875,20,9,83,73,71
6529 Stanton Ave,15206,40.47233,-79.91163,10,4.05,1.625,4,1,18,43,25
144 N Dithridge St #510,15213,40.448128,-79.950775,142,3.425,1.705882353,20,6,90,71,79
1633 Sillview Dr,15243,40.368027,-80.07908,3,4.166666667,1.666666667,1,,21,27,
114 Oakview Ave,15218,40.429104,-79.883766,31,3.325,1.352941176,7,4,66,51,47
500 Hervey St,15210,40.4091,-79.98532,11,2.954545455,1.125,1,1,68,46,
521 Long Dr,15241,40.35598,-80.06385,7,3.357142857,1.833333333,1,2,21,21,
3218 Eastmont Ave,15216,40.38706,-80.036736,48,3.5,1.5,7,2,61,47,25
513 Decatur Ave,15221,40.420868,-79.84539,19,3.578947368,1.615384615,0,4,49,40,24
5613 Sandra Dr,15236,40.340748,-80.0072,2,3.25,1,3,0,11,17,4
510 Woodland Rd,15237,40.53925,-80.003235,35,2.575,1.1875,1,1,30,31,15
2305 Lambeth Dr,15241,40.323597,-80.07229,2,3.25,2,1,,10,0,
671 Judith Dr,15236,40.343204,-80.004776,2,3.5,1,3,0,20,17,9
18 Oakmont St,15205,40.439575,-80.056404,4,3.125,1,3,1,35,43,19
310 Lynnwood Dr,15235,40.449356,-79.836945,0,0,0,0,0,13,29,4
147 Yosemite Dr,15235,40.474976,-79.81566,12,3.208333333,1.125,0,1,18,28,6
935 Ruth St,15243,40.38289,-80.06355,15,3.133333333,1.692307692,1,2,24,35,8
2783 Beechwood Blvd,15217,40.425323,-79.91936,32,3.9,1.5625,4,7,64,49,73
2288 Freeport Rd,15238,40.52742,-79.850174,17,3.970588235,1.846153846,3,1,16,30,
235 N Balph Ave,15202,40.501858,-80.05157,27,3.675,1.357142857,3,2,48,37,
55 Jaycee Dr,15243,40.374435,-80.082565,3,4.166666667,1.666666667,1,0,10,34,11
185 Poplar Ridge Dr,15235,40.463898,-79.816376,9,2.944444444,1.166666667,1,2,26,26,
146 E Undercliff St,15223,40.51595,-79.95625,14,3.357142857,1.222222222,0,2,39,25,24
2 N Grandview Ave,15205,40.434303,-80.07211,22,3.85,1.333333333,3,1,61,46,
7118 Butler St,15206,40.488445,-79.92371,25,3.85,1.777777778,1,3,54,45,25
2274 Wood Acres Ct,15237,40.57427,-80.07247,1,3.5,2,0,,5,0,2
5014 Parkvue Dr,15236,40.349392,-79.9851,8,3.9375,1.5,3,1,43,42,23
308 Glasgow Rd,15221,40.43213,-79.8564,6,3.833333333,1.5,0,0,22,29,24
1394 Cardinal Dr,15243,40.37931,-80.081055,8,3.9375,1.666666667,1,1,3,35,2
1036 Peermont Ave,15216,40.385998,-80.03835,52,3.675,1.5,7,2,56,47,26
603 Windover Dr,15205,40.435345,-80.12183,0,0,0,0,,6,11,2
5410 Plainfield St,15217,40.440475,-79.93497,33,3.4,1.272727273,19,3,54,60,52
1233 Peermont Ave,15216,40.387943,-80.04142,60,3.475,1.529411765,7,4,55,45,29
4793 Yew St,15224,40.45894,-79.94841,98,3.725,1.375,20,6,93,60,78
4722 Havana Dr,15239,40.476597,-79.70778,2,3.5,1.5,,0,34,21,
6755 Adelphia St,15206,40.48791,-79.92643,32,3.525,1.727272727,1,3,47,46,44
100 Ford St,15205,40.44181,-80.056564,1,5,0,2,1,39,44,17
606 Briarleaf Dr,15205,40.432674,-80.09331,7,3.428571429,1.6,1,,21,18,
369 Kane Blvd,15243,40.373013,-80.08362,3,4.166666667,1.666666667,2,0,19,33,18
4341 E Brightview Ave,15227,40.36715,-79.988075,24,3.5,1.3125,3,3,62,44,21
2034 Swallow Hill Rd #418,15220,40.398552,-80.07667,25,3.3,1.785714286,2,3,18,38,13
236 Jefferson Dr,15228,40.373474,-80.043304,31,3.55,1.684210526,4,,64,45,
1112 Kelton Ave,15216,40.389874,-80.034454,30,3.5,1.533333333,6,4,77,46,
24 Pocono Dr,15220,40.41764,-80.042595,9,3.444444444,1.857142857,,1,43,32,21
2408 Charlemagne Cir,15237,40.544437,-80.01765,41,2.8,1.5625,6,3,49,32,
3586 Elmhurst Ave,15212,40.48136,-80.04373,8,3.375,1.428571429,0,1,41,43,40
922 Nurnberger Dr,15236,40.35003,-79.97384,11,3.454545455,1.454545455,2,1,34,42,97
127 Rebecca Dr,15237,40.528847,-80.0776,0,0,0,,3,5,0,11
106 Clairtonica St,15205,40.439228,-80.05662,16,2.90625,1.230769231,3,1,42,43,25
258 Richland Dr,15235,40.448345,-79.83268,2,4.5,2,0,0,16,22,
3436 Spring Garden Rd,15212,40.48258,-79.99688,1,4.5,2,1,,1,38,24
21 Chalfonte Ave,15229,40.521225,-80.03017,15,3.266666667,1.4,1,3,62,38,30
1219 Morningside Ave,15206,40.48016,-79.9308,3,4.5,1.5,0,2,39,47,65
23 Forrester St,15207,40.423885,-79.94956,5,3.4,1.333333333,1,1,40,41,59
2047 Fairlawn St,15221,40.45141,-79.87173,10,3.65,1.8,0,4,38,45,13
2979 Ruthwood Ave,15227,40.386757,-79.97106,10,3.5,1.166666667,0,1,57,39,25
278 Moreland Rd,15237,40.5768,-80.04428,7,3.357142857,1.2,2,2,18,12,22
5536 Hampton St,15206,40.47591,-79.92687,15,4.066666667,1.923076923,6,3,59,45,43
4104 Haldane St,15207,40.42395,-79.943214,6,3.333333333,1.4,1,0,62,41,40
1505 McFarland Rd,15216,40.39135,-80.04481,50,3.5,1.733333333,7,4,71,48,
1700 Jamestown Pl,15235,40.451344,-79.852394,0,0,0,,0,15,36,
111 Valleyvue Dr,15237,40.532486,-80.02182,13,3.346153846,1.454545455,3,2,39,28,
6 Kinzua Rd,15239,40.467182,-79.72158,0,0,0,,,3,13,
212 W Elizabeth St,15207,40.40646,-79.94597,4,3.875,2,1,2,47,35,53
529 Calvert Ave,15227,40.395935,-79.975464,8,3.5625,1.2,,1,36,36,24
3032 Merwyn Ave,15204,40.458,-80.05248,4,4,1.5,2,1,49,49,26
1543 Denniston St,15217,40.440876,-79.917854,62,3.7,1.736842105,8,6,83,54,77
1664 Montpelier Ave,15216,40.398045,-80.039246,39,3.725,1.352941176,3,4,84,46,
1292 Pennsbury Blvd,15205,40.42735,-80.10025,1,3.5,1,2,,64,37,38
5017 Glenhurst Rd,15207,40.375477,-79.91834,3,4,1.5,2,0,22,30,8
3936 Kleber St,15212,40.488323,-80.037125,6,3.416666667,1.333333333,,1,50,42,29
3082 Delwood Ave,15216,40.388973,-80.03646,48,3.5,1.533333333,7,4,76,47,
306 Wildflower Ct,15202,40.502686,-80.04421,16,4.21875,1.666666667,1,2,13,35,
3633 Fleming Ave,15212,40.481754,-80.04001,12,3.333333333,1.375,0,1,56,44,53
123 Saxonwald Ln,15234,40.366318,-80.01131,12,3.833333333,1.5,0,2,29,47,20
1661 Little Meadow Rd,15241,40.35593,-80.07011,2,3,2,,1,18,19,6
18 Bellevue Ave,15229,40.519386,-80.03074,16,3.34375,1.375,1,3,73,38,26
627 Greenlee Rd,15227,40.372414,-79.99009,23,3.275,1.2,3,2,34,40,25
40 Hickory St,15223,40.499123,-79.94619,22,4,1.545454545,1,3,55,38,28
3249 Kennett Sq,15213,40.434868,-79.96034,103,3.6,1.333333333,20,5,83,70,53
602 Lorenz Ave,15220,40.445564,-80.03859,12,3.958333333,1.142857143,5,,31,42,15
103 Highland Pines Ct,15237,40.549057,-80.0381,10,3.5,1.375,1,1,56,0,24
1926 Ley St,15212,40.46669,-79.98121,18,3.916666667,1.714285714,9,3,57,45,49
109 Mary Vue St,15237,40.52352,-79.99521,6,3.333333333,1.666666667,,1,4,28,
6119 Jackson St,15206,40.470882,-79.91712,36,3.875,1.764705882,5,4,62,50,63
914 Missionary Dr,15236,40.348904,-79.968925,16,3.59375,1.5,1,,10,41,4
1816 Perrott Ave,15212,40.487133,-80.04118,6,3.333333333,1.5,0,1,55,43,39
412 Atlantic Ave,15221,40.421562,-79.84837,21,3.475,1.5,0,3,52,40,33
1268 Brooklawn Dr,15227,40.382797,-79.95307,0,0,0,,,21,25,10
52 Oregon Ave,15205,40.4403,-80.06406,22,3.85,1.333333333,4,2,63,46,
4732 Old Boston Rd,15227,40.361492,-79.997246,11,3,1.444444444,3,2,93,62,92
901 Malvern Rd,15202,40.50049,-80.063,31,3.225,1.235294118,3,2,72,40,43
152 Rossmor Ct,15229,40.509926,-80.03908,12,3.333333333,1.333333333,1,2,2,38,4
1277 Bellerock St,15217,40.442413,-79.92916,72,3.875,1.473684211,15,4,59,58,69
1035 King Ave,15206,40.476013,-79.927666,15,4.033333333,1.923076923,5,3,50,45,50
1062 Stanton Ter,15201,40.478252,-79.939835,0,0,0,7,2,32,40,22
472 Swissvale Ave,15221,40.43767,-79.879585,27,3.875,1.466666667,3,4,48,59,
403 Hampton Ave,15221,40.43678,-79.88935,35,3.675,1.5,5,5,71,62,66
186 Mardi Gras Dr,15239,40.486206,-79.71023,1,4,1,,,11,14,7
935 Clive St,15202,40.49689,-80.06406,32,3.1,1.235294118,3,2,73,40,
209 Spencer Ave,15227,40.388474,-79.97654,11,3.545454545,1.142857143,0,1,57,36,17
409 Englewood Dr,15237,40.52915,-79.9892,2,3.75,1.5,,,7,12,
207 Bonvue St,15214,40.489758,-80.0154,1,4.5,0,3,,55,41,34
1504 Creedmoor Ave,15226,40.38858,-80.01188,13,3.576923077,1.272727273,1,1,58,42,38
449 Atlantic Ave,15221,40.42306,-79.84848,19,3.473684211,1.5,0,3,50,38,24
2008 Pioneer Ave,15226,40.40239,-80.01619,21,3.75,1.1875,1,1,37,49,17
1412 Iroquois Dr,15205,40.44115,-80.136635,10,3.55,1.571428571,3,,15,26,
1213 Liverpool St,15233,40.4553,-80.02327,28,3.425,1.3125,19,0,69,49,64
247 Yarrow Ln,15236,40.325703,-79.9637,8,4,2,0,1,24,18,8
323 Millet Ln,15236,40.324444,-79.96646,6,4.416666667,2,0,1,22,0,
923 Greenhill Rd,15209,40.504494,-79.985466,5,3.4,1.4,,1,31,13,
3513 Ridgewood Dr,15235,40.43683,-79.82314,9,4.277777778,1.833333333,1,2,5,25,2
1447 Barr Ave,15205,40.436527,-80.05667,21,2.9,1.176470588,3,1,44,42,20
146 Briarwood Dr,15235,40.44908,-79.83802,0,0,0,0,0,13,29,4
501 Grace St,15211,40.427925,-80.014465,26,3.625,1.65,4,3,69,65,54
1317 McNeilly Ave,15216,40.3946,-80.03082,31,3.525,1.352941176,2,4,72,46,36
408 E Garden Rd,15227,40.37632,-79.9694,20,4,1.5,0,2,50,41,24
2325 Brownsville Rd,15210,40.388626,-79.98481,18,3.305555556,1,0,1,68,46,29
132 Malcolm Ave,15212,40.49213,-80.03414,6,3.25,1.333333333,0,1,8,39,
7005 Front River Rd,15225,40.516106,-80.14231,1,5,1,,,20,30,
920 Saint James St,15232,40.448936,-79.935974,60,3.825,1.8125,20,7,91,71,50
2 Sterling St,15205,40.445984,-80.069214,19,3.789473684,1.428571429,3,1,45,47,40
118 Foxtail Dr,15239,40.45391,-79.72453,1,4,2,,1,6,17,3
416 Meridan St,15211,40.432087,-80.020134,9,3.5,2.555555556,6,2,62,60,34
4114 Lydia St,15207,40.4237,-79.94213,6,3.333333333,1.4,1,2,64,41,40
837 Eisenhower Dr,15228,40.359188,-80.03962,10,3.5,1.444444444,3,4,21,48,8
1617 Overton Ln,15217,40.418304,-79.91903,24,3.1,1.777777778,6,6,20,48,45
4450 Country Club Dr,15236,40.358456,-79.98459,16,3.5,1.230769231,4,2,28,43,
31 Roanoke St,15203,40.425385,-79.99124,42,3.825,1.777777778,12,1,62,69,74
128 N Craig St #908,15213,40.44791,-79.94898,128,3.4,1.611111111,20,6,89,71,79
19 E Orchard Ave,15202,40.49742,-80.04914,26,3.675,1.285714286,3,3,65,41,35
123 Woodsdale Rd,15237,40.543465,-80.000626,17,2.617647059,1.25,0,1,25,30,
323 Marberry Dr,15215,40.505104,-79.92507,22,3.825,1.833333333,1,2,4,0,13
3341 Delaware St,15214,40.481476,-80.01134,1,4.5,0,3,,23,41,30
132 Center Ave,15202,40.513668,-80.09369,6,3.916666667,1.666666667,,,41,29,
216 Karen Dr,15209,40.480347,-79.98463,12,4.458333333,1.8,4,,24,31,33
324 Minton St,15204,40.45796,-80.050735,3,3.833333333,1.5,2,1,45,47,16
1402 Villa Dr,15236,40.33136,-79.99167,6,3.083333333,1.5,1,1,15,20,5
75 Hodgson Ave,15205,40.44487,-80.06157,16,3.96875,1.5,3,1,76,69,42
132 Deerfield Dr,15235,40.468246,-79.80003,0,0,0,,,13,26,9
2070 Sonny St,15221,40.451313,-79.8724,11,3.636363636,1.666666667,0,4,41,47,13
705 Woodland Dr,15238,40.520714,-79.86222,1,1,0,0,,6,20,9
192 Lindenwood Dr,15209,40.489857,-79.965614,11,4.045454545,1.777777778,6,0,23,31,17
5844 Pierce St,15232,40.4573,-79.929665,79,3.95,2.1875,20,11,95,70,65
2342 Rochester Rd,15237,40.581352,-80.08077,1,3.5,2,,,11,0,
506 Lockhart St,15212,40.452637,-79.99987,174,3.75,1.533333333,20,3,91,83,77
252 Challen Dr,15236,40.326664,-79.95297,23,3.175,1.25,0,3,34,30,
3220 Kestner Ave,15227,40.377098,-79.979034,37,3.65,1.142857143,2,3,70,62,
923 California Ave #401,15202,40.499382,-80.06331,33,3.225,1.235294118,3,2,73,40,43
6605 Grand Ave,15225,40.513836,-80.139244,3,3.333333333,1,,,16,26,43
